,,,,,,,
URL,Title,Date,Location,Label ,Summary,Text,Relevant?
http://www.panarmenian.net/eng/politics/news/41675/,George Washington University to host seminar on Armenia-Turkey Protocols,1/21/2010,"George Washington University, Washington D.C, USA",5,Policy Forum Armenia is a profession non-profit organization that tries to explain Armenian policy and will now hold a third seminar at George Washington University. They will discuss Protocols going between Armenia and Switzerland.,"Policy Forum Armenia in collaboration with The American Society of International Law and The George Washington University Law School will hold its Third Seminar on Turkey Protocols: Reality and Myths in Jacob Burns Moot Courtroom, The George Washington University Law School, Washington, DC, on January 25.



Professor Catherine Kessedjian (Pantheon-Assas University, Paris, France) and International Law Professor Sean Murphy (Patricia Roberts Harris Research Professor of Law, GWU Law School) are invited as guest speakers.



The previous panel discussions were held in George Washington University (November 2009) and Fordham Lincoln University (New York, December 17). 



Policy Forum Armenia is an independent professional non-profit association aimed at strengthening discourse on Armenia's public policy. 



The Protocols aimed at normalization of bilateral ties and opening of the border between Armenia and Turkey were signed in Zurich by Armenian Foreign Minister Edward Nalbandian and his Turkish counterpart Ahmet Davutoglu on October 10, 2009, after a series of diplomatic talks held through Swiss mediation. 



On January 12, 2010, the Constitutional Court of the Republic of Armenia found the protocols conformable to the country's Organic Law.
","Yes"
http://www.panarmenian.net/eng/news/181754/,"Jason Reitman’s “Men, Women & Children” comedy-drama trailer",8/20/14,"Toronto, Canada",N/A,"""Men, Women & Children"" will now premiere at the Toronto Film Festival. It is produced by Jason Reitman."," A trailer for Jason Reitman‘s next film, “Men, Women & Children”, hit the web, TheWrap said.

The “Juno” and “Up in the Air” director is coming off the bummer bust of his adaptation of the book “Labor Day,” which mixed crime and melancholy into a period piece starring Josh Brolin and Kate Winslet, who played a woman entirely disconnected from the world. This time around, Reitman presents a more contemporary setting, with cell phones and technology causing so much interconnection that people are miserable all over again.

The more things change, the more they stay the same.

Adam Sandler likes hookers, his wife Rosemarie DeWitt likes at least one other man, “Short Term 12” star Kaitlyn Dever feels left out, Jennifer Garner is mopey, “Fault in Our Stars” breakout Ansel Elgort isn't sure how to text, and all in all, it's tough living in the suburbs.

Below is the synopsis of the film, which is adapted from a book written by Chad Kultgen and debuts at the Toronto Film Festival:

“Men, Women & Children” follows the story of a group of high school teenagers and their parents as they attempt to navigate the many ways the internet has changed their relationships, their communication, their self-image, and their love lives. The film attempts to stare down social issues such as video game culture, anorexia, infidelity, fame hunting, and the proliferation of illicit material on the internet. As each character and each relationship is tested, we are shown the variety of roads people choose – some tragic, some hopeful – as it becomes clear that no one is immune to this enormous social change that has come through our phones, our tablets, and our computers.

",No
http://www.panarmenian.net/eng/world/news/8885/,ARMENIA TO ASSIST REPAIRING OF SCHOOL OF ARMENIAN-INHABITED VILLAGE IN GEORGIA,11/7/2003,"Abul Village, Georgia",4,Armenians will financially help a secondary school in Georgia and give 7 million drams.,Armenian government took a decision to render financial assistance for the renewal of the secondary school of Abul village of Akhalkalaki region in Georgia. Due to the resolution 7 million drams will be assigned for this purpose from the surplus fund of the RoA governme,Yes
http://www.panarmenian.net/eng/news/177760/,Ukraine may spiral into crisis with unpredictable consequences: Lavrov,4/8/2014,Ukraine,N/A,Ukraine continues to have instability between Russia and the EU. Lavrov continues to believe Russia helps them and he along with the Russians argue the EU is partially to cause the instability.,"The profound and pervasive crisis in Ukraine is a matter of grave concern for Russia, the country’s Foreign Minister said in a piece published by the Guardian.

“We understand perfectly well the position of a country which became independent just over 20 years ago and still faces complex tasks in constructing a sovereign state. Among them is the search for a balance of interests among its various regions, the peoples of which have different historical and cultural roots, speak different languages and have different perspectives on their past and present, and their country's future place in the world,” Lavrov said.

“Given these circumstances, the role of external forces should have been to help Ukrainians protect the foundations of civil peace and sustainable development, which are still fragile. Russia has done more than any other country to support the independent Ukrainian state, including for many years subsidizing its economy through low energy prices. Last November, at the outset of the current crisis, we supported Kiev's wish for urgent consultations between Ukraine, Russia and the EU to discuss harmonizing the integration process. Brussels flatly rejected it. This stand reflected the unproductive and dangerous line the EU and U.S. have been taking for a long time. They have been trying to compel Ukraine to make a painful choice between east and west, further aggravating internal differences,” he said.

Ukraine's realities notwithstanding, massive support was provided to political movements promoting western influence, and it was done in direct breach of the Ukrainian constitution. This is what happened in 2004, when President Viktor Yushchenko won an unconstitutional third round of elections introduced under EU pressure. This time round, power in Kiev was seized undemocratically, through violent street protests conducted with the direct participation of ministers and other officials from the U.S. and EU countries, according to the Russian minister.

“Assertions that Russia has undermined efforts to strengthen partnerships on the European continent do not correspond to the facts. On the contrary, our country has steadily promoted a system of equal and indivisible security in the Euro-Atlantic area. We proposed signing a treaty to that effect, and advocated the creation of a common economic and human space from the Atlantic to the Pacific which would also be open to post-Soviet countries,” he said.

“In the meantime, western states, despite their repeated assurances to the contrary, have carried out successive waves of NATO enlargement, moved the alliance's military infrastructure eastward and begun to implement antimissile defense plans. The EU's Eastern Partnership program is designed to bind the so-called focus states tightly to itself, shutting down the possibility of co-operation with Russia. Attempts by those who staged the secession of Kosovo from Serbia and of Mayotte from the Comoros to question the free will of Crimeans cannot be viewed as anything but a flagrant display of double standards. No less troubling is the pretence of not noticing that the main danger for the future of Ukraine is the spread of chaos by extremists and neo-Nazis,” Lavrov said.

“Russia is doing all it can to promote early stabilization in Ukraine. We are firmly convinced that this can be achieved through, among other steps: real constitutional reform, which would ensure the legitimate rights of all Ukrainian regions and respond to demands from its south-eastern region to make Russian the state's second official language; firm guarantees on Ukraine's non-aligned status to be enshrined in its laws, thus ensuring its role as a connecting link in an indivisible European security architecture; and urgent measures to halt activity by illegal armed formations of the Right Sector and other ultra-nationalist groups,” he said.

“We are not imposing anything on anyone, we just see that if it is not done, Ukraine will continue to spiral into crisis with unpredictable consequences. We stand ready to join international efforts aimed at achieving these goals. We support the appeal by foreign ministers of Germany, France and Poland to implement the February 21 agreement. Their proposal – to hold Russia-EU talks with the participation of Ukraine and other Eastern Partnership states about the consequences of EU association agreements – corresponds to our position. The world of today is not a junior school where teachers assign punishments at will. Belligerent statements such as those heard at the NATO foreign ministers meeting in Brussels on April 1 do not match demands for a de-escalation. De-escalation should begin with rhetoric. It is time to stop the groundless whipping-up of tension, and to return to serious common work,” the Russian Foreign Minister concluded.",No
http://www.panarmenian.net/eng/news/103547/,Pedro Almodovar's “Standby Lovers” cast revealed,4/17/12,Not applicable,N/A,Standby Lovers will be released in 2013. The film is produced by Pedro Almodovar and is set in the old school of Almodovar.,"Pedro Almodovar's upcoming Amantes Pasajeros (Standby Lovers) will feature Lola Duenas (Volver), Javier Camara (Talk to Her) and Cecilia Roth (All About My Mother) in a ""choral"" cast, alongside well-known Spanish comedians Carlos Areces and Raul Arevalo and Mexican actor Jose Maria Yazpik, producer Agustin Almodovar announced.

The producer said Lovers will start shooting this summer in Madrid as a ""pure comedy"" in the old school of Almodovar, harkening back to the films ""we did back in the '80s."" Rumors swirling around the film indicate it is set on a plane and focuses on the relationships of passengers.

Almodovar production outfit El Deseo said it will look to release the film in the spring of 2013 in as many territories as possible at the same time to ""to avoid piracy,"" The Hollywood Reporter said.",No
http://www.panarmenian.net/eng/news/99702/,Author Peter Balakian to get Spendlove Prize,,"UC Merced, California",5,"Peter Balakian will recieve the Spendlove Prize for his work in ""Black Dog of Fate,"" which is about his family surviving during the Armenian extermination . by Turkey in 1915 ","UC Merced said that Peter Balakian, an award-winning author and leading voice of the Armenian Genocide recognition, has been named the 2012 recipient of the Alice and Clifford Spendlove Prize in Social Justice, Diplomacy and Tolerance.

Mercedsunstar.com reports that UC Merced will award the prize to Balakian during an evening ceremony April 12. He'll give a public speech the next day.

The Spendlove Prize, established through a gift from Sherrie Spendlove in honor of her parents, lifelong Merced residents Alice and Clifford Spendlove, honors one person each year. Previous honorees include former President Jimmy Carter and Merced native Charles Ogletree, a professor of law and executive director of the Charles Hamilton Houston Institute for Race and Justice at Harvard University.

Balakian is the author of the memoir ""Black Dog of Fate,"" which won the PEN/Albrand Prize for memoir and a New York Times Notable Book.

In the book, Balakian writes about learning what his family and ancestors experienced with the Turkish government's extermination of more than 1 million Armenians in 1915, including many of his relatives. The massacre led to the creation of the word ""genocide"" and served as a template for Nazi Germany's Holocaust.

A humanities professor at Colgate University in New Jersey, Balakian is the recipient of many awards and prizes and civic citations, including a Guggenheim Fellowship, a National Endowment for the Arts Fellowship, the Emily Clark Balch Prize for poetry from the Virginia Quarterly Review. He has appeared widely on national television and radio programs including ""60 Minutes,"" ""ABC World News Tonight,"" ""Charlie Rose"" and ""Fresh Air.""

Foreign editions of his work have appeared in a dozen languages including Arabic, French, Dutch, Hebrew, Greek and Turkish.

The Spendlove Prize Selection Committee is chaired by Mark Aldenderfer, dean of the UC Merced School of Social Sciences, Humanities and Arts, and includes a representative from the Spendlove family, an undergraduate student, a graduate student, a faculty member and representatives from the UC Merced community.

The Spendlove Prize includes an $8,000 award.","Yes"
http://www.panarmenian.net/eng/news/210499/,Cannes Critics’ Week rolls out 2016 lineup,4/18/2016,"Cannes, France",N/A,Cannes' movies list has been released.There are no Americans. ,"There are no American features to be found in Critics’ Week at this year’s Cannes Film Festival, as the parallel section dedicated to first and second films will privilege European productions — alongside movies from countries as far-flung as Turkey, Lebanon, Cambodia and Singapore, Variety reports.

The 55th edition of Critics’ Week will kick off on May 12 with Justine Triet’s “In Bed With Victoria,” a light-hearted, frank and contemporary comedy about a young single mother (played by Virginie Efira) trying to find the balance between her career and her love life. According to Critics’ Week artistic director Charles Tesson, this sophomore offering from the Cesar-nominated director of “Age of Panic” (which opened in the ACID section in 2013) underscores a willingness to shake up the sidebar and marks a change in tone from the typically serious-minded movies that constitute the rest of the section.

The Critics’ Week selection committee sifted through 1,100 feature-length submissions in order to come up with the final 10, which include six feature debuts and four sophomore outings.

Addressing the absence of features from the American continent at Critics’ Week (after last year’s four entries), Tesson explained his disappointment with trends he saw at this year’s Sundance. “After launching films such as ‘Take Shelter’ and ‘It Follows,’ it’s possible that we’ve raised the bar too high for American movies, and we were more inspired by movies coming from France, Southern Europe, Asia and the Middle-East that allow us to explore uncharted territories,” said Tesson.

The selection entails various films that touch on current issues in a cinematic and original way, for instance Mehmet Can Mertoglu’s “Album,” about deep-rooted prejudice in Turkey, Vatche Boulghourjian’s “Tramontane” about a blind man on the trail of his origins in post-war Lebanon, and Kesavada Rajagopal’s “Yellow Bird,” an unusual portrait of Singapore torn by conflicts between Chinese and Indian communities.

Tesson said the French directors of this year’s lineup, notably Julia Ducournau with “Raw,” Jean-Christophe Meurisse with “Apnee” and Justine Triet with “In Bed with Victoria” are bold and innovative in their own ways. “Apnee,” for instance, is an omnibus feature laced with surreal, ferocious humor looking at today’s French society.

Closing night will consist of three short films from actresses making their directorial debuts: Sandrine Kiberlain’s “Smile,” Laetitia Casta’s “En moi” and Chloe Sevigny’s “Kitty” — the latter being the lone American to be found in a lineup that is framed by female talent.

Tesson said “all three shorts work well together as if they dialogued with each other,” sharing the themes of acting, womanhood and transformation.

The competition boasts just one other distaff-directed feature, the cannibalism-themed “Raw” from French helmer Julia Ducournau, who won a Critics’ Week prize for her short “Junior” in 2011. Her latest centers on a 16-year-old (Garance Marillier) who makes a radical break from her family’s vegetarian ways after sampling flesh during her first day at veterinary school.

A symbol of its 50+5 edition, Critics’ Week will play the shorts of two filmmakers who were discovered at the Cannes sidebar: Cesar Agusto Acevedo with “Los Pasos de agua” and Nadav Lapid with “From the Diary of a Wedding Photographer.”

2016 CANNES CRITICS’ WEEK LINEUP SPECIAL SCREENINGS

OPENER: “In Bed with Victoria” (Justine Triet, France). Second film.

“Happy Times Will Come Soon” (Alessandro Comodin, Italy). First film.

“Apnee” (Jean-Christophe Meurisse, Turkey). First film. COMPETITION

“Album” (Mehmet Can Mertoglu, Turkey). First film.

“Diamond Island” (Davy Chou, Cambodia-France). Second film.

“Raw” (Julia Ducournau, France). First film

“Mimosas” (Oliver Laxe, Spain). Second film.

“One Week and a Day” (Asaph Polonsky, Israel). First film.

“Tramontane” (Vatche Boulghourjian, Lebanon). First film.

“A Yellow Bird” (K. Rajagopal, Singapore). First film.",No
http://www.panarmenian.net/eng/news/252698/,Armenia - a journey to the origins of Christianity: TV5 Monde,3/3/2018,"Vanadzor, Armenia",N/A,Armenia still has a large amount of churches and monastaries that have been abandoned. There are more than khachkars near temples and cemetaries.,"The Christian faith has been the true cement of Armenian identity, France’s TV5 Monde says, recommending to visit the country nestled among churches and monasteries.

The vast majority of churches and monasteries are in the middle of nature or at the end of an abandoned village, the feature says.

In Armenia, there are still about 40,000 khachkars which are always located near temples or in cemeteries, or are curved on the walls of monasteries, it says.

The French TV correspondents visited several churches in the country, as well as a khachkar workshop in the city of Vanadzor, where Sergey Danielyan, a graduate of the local art school, revives the ancient art.

“I have already curved five hundred khachkars, and none of them looks like the other,” said the master.q","No"
http://www.panarmenian.net/eng/news/143180/,Report indicates alarming rise of attacks against Jews in 2012,1/28/2013,"Tel Aviv, Israel",N/A,"The Cantor Center for the Study of Contemporary European Jewry at Tel Aviv University reports there are more violence against Jews now, with rising numbers in Western Europe.","There has been “an alarming rise in the number of attacks against Jewish targets” over the past year, according to a new report issued by the Public Diplomacy and Diaspora Affairs Ministry on Sunday, Jan 27, The Jerusalem Post reported.

The 2012 report on anti-Semitism indicated that the confluence of extreme rightwing political movements and Islamic radicalism have been responsible for a new wave of anti-Jewish sentiment in Europe.

Based on data collected by the Kantor Center for the Study of Contemporary European Jewry at Tel Aviv University, Edelstein noted that “the main conclusion emerging from the document... is that compared to 2011, there was an escalation in violent incidents against Jews around the world.”

While the claimed surge in anti-Semitic incidents is connected to incitement against Israel, the report admitted, it also claimed that there was no direct correlation between any specific actions or policies taken by the State of Israel and the rising violence.

The worst increase in anti- Semitism was seen in Western Europe, according to the report, which listed a number of incidents in France and Germany, including the bombing of a grocery store in Sarcelles, France and the shooting deaths of four Jews at the Otsar HaTorah religious school in Toulouse.

Many synagogues in France are now surrounded by high concrete walls and receive special police security details on major holidays. It is also common for Jews in many French cities to remove their kippot for safety reasons when walking outside.

The report said France was the leading country for anti-Semitic incidents with 114 reported in 2011, followed closely by the UK with 105. Canada and Australia reported 68 and 30, respectively.",No
http://www.panarmenian.net/eng/news/170793/,HBO adapting “These Things Happen” into modern family comedy,10/3/2013,Not applicable,N/A,"HBO is creating a show called ""These Things Happen,"" which is about a gay and straight couple in New York City who share a 15 year old son.","HBO has put in development These Things Happen, a half-hour comedy based on the first novel by TV writer-producer Richard Kramer (Thirtysomething, My So-Called Life), Deadline said.

The pay cable network has optioned the book, published last fall, for the comedy project, which will be produced by Oprah Winfrey’s Harpo Prods. under the company’s deal at HBO. Kramer will write the script and executive produce.

These Things Happen is set in present day Manhattan and focuses on two couples – one gay, one straight. They share a 15-year-old son, who lives on the upper East Side with his mother and doctor stepfather. Trying to get to know his impressive, distant father better, he moves in for a semester with him and his long-time partner who forms an instant friendship with the boy.

“What’s it like to be a 15-year-old boy living in New York City and have your best friend come out as gay? In These Things Happen, award-winning television writer, director, and producer and first-time novelist Richard Kramer has provided a smart, funny, and insightful exploration. Wesley and his oldest and closest friend Theo are growing up and attending private school in the city. Their days are filled with college coaches (you need an edge to get into Brown), soccer practice, homework, and hormones. Wesley is currently living with his father, a well-known and respected gay activist, and his father’s boyfriend George, a former theater actor and co-owner of the restaurant above which they live. (“I’m not a very queenie queen,” declares George.)

Tenth grade appears to be going swimmingly, and Theo has just won the race for class president. Theo surprises everyone, including himself, when he announces, at the end of his acceptance speech, that he is gay and sets the true motion of the novel rolling. As Wesley tries to deal with this new reality and figure out how to have a relationship with important and unavailable father, everyone else in his life has to evaluate what Theo’s revelation means. When an act of violence turns up the emotional volume, the results are often not pretty, even for these educated, well-meaning people.

Although the first pages might give the impression of a light story and a quick read, These Things Happen is neither. We experience the action from the point of view of each main character in their distinctive and often charming voices as they stumble their way through a difficult situation and find their way back towards each other. They are a very introspective bunch, which sometimes hindered the story for me and made reading more difficult. The end result, however, is still a touching coming-of-age story and moving portrait of where our society is in its acceptance, and lack thereof,” a review published at BC said.",No
http://www.panarmenian.net/eng/news/86319/,"Yura Movsisyan, Hrayr Mkoyan to hold master class for young Shirak players
",12/12/2011,Shirak FC stadium,2-->3,Armenian national soccer team players will go to see the league soccer team and give classes to Shirak sports school students. They will also visit a children's home.,"Armenian national team players Yura Movsisyan and Hrayr Mkoyan will visit Gyumri-based Shirak FC on December 17.

Current members of Krasnodar and Mika FCs will hold master classes for Shirak sports school students, with a visit to children’s home on their agenda, Shirak official website reported.",Yes.
http://www.panarmenian.net/eng/news/154455/,Orange county to host Armenian Genocide commemoration event,4/16/2013,"Orange County, California",5,"The Armenian National Committee of America Orange County Chapter will hold a commemoration of the Armenian Genocide with paritipcation of musical guests and schools, especially Armenian groups and organizations.","This year’s annual community wide commemoration of the Armenian Genocide will take place on April 21, 2013. The event is organized by the Armenian National Committee of America Orange County Chapter (ANCA-OC) which has once again brought the Armenian community of together to present a unified front on this important national issue, Asbarez reports.

The program includes musical performances by accomplished Armenian artists Armenian Public Radio, Ayline, and Greg Hosharian, along with Orange County’s very own Green K.A.R.D., a local OC band comprised of AYF members, and Hasmik Piliposyan, a current student at UCI. There will also be a special presentation by the AGBU Manoogian Demirjian School Drama Conservatory ArtReach project “Voices from the Genocide,” and recitals by the A.G. Minassian Armenian school students. A number of short videos will also be screened during the program.

The participating organizations in this year’s event once again represent the entire Armenian community of Orange County and include the following: ACYO, AGBU Orange County Saturday School, A.G. Minassian Armenian School, ARF Armen Karo Gomideh, ARS Karni chapter and Saturday School, ARS Sevan chapter and Saturday school, AYF Ashod Yergat, AYF Aghpiur Serop Juniors, Forty Martyrs Armenian Church, Hamazkayin Siamanto, Homenetmen Sardarabad, Orange County Armenian Professional Society (OCAPS), St. Mary Armenian Church, and UCI Armenian Students Association (ASA).

The “Unity is Our Strength” motto was adopted by the Orange County Armenian community organizations during a February meeting organized by the ARF Armen Karo Gomideh.

“Over the past few years the organizations have been working much more closely with each other, but the ARF’s proactive steps in reaching out to everyone and being inclusive has created stronger ties in Orange County with unprecedented levels of cooperation and coordination,” said ANCA OC board member Talar Malakian.",Yes
http://www.panarmenian.net/eng/society/news/62675/,"College admissions officials look up applicants on Facebook, Twitter
",2/26/2011,Not applicable,N/A,College officials look up their potential students on social media and could be rejected because of their activity. They reccomend using Social Media to their advantage.,"College admissions officials look up applicants on Facebook and Twitter, experts say. Details revealed through social media can make or break a good impression.

The website StudentAdvisor says at least one case of an applicant being rejected because of something in his or her social media profile.

And one interviewer has said she is ""absolutely"" prejudiced by what she sees online about candidates.

""I think it's always better to be safe than sorry,"" Allison Otis, who conducts interviews for Harvard College, posted in a thread on the website Quora. ""When you apply to college you spend such a long time crafting an image through your applications and essays that to be careless about your online data is just silly.""

Otis said she regularly searches Google for students' names and looks through their Facebook and Twitter profiles.

Dean Tsouvalas, editor of StudentAdvisor, recommends in a recent blog post that students use social media to their advantage.

He suggests following the school's Twitter feed or ""liking"" its Facebook fan page. Students also can post a video resume on YouTube or blog about volunteering efforts or other extracurricular activities and provide a link on their applications, The Los Angeles Times reports.","Yes"
http://www.panarmenian.net/eng/news/199878/,Monterey Media acquires James Franco indie drama “Memoria”,11/2/2015,"Palo Alto, California",N/A,James Franco is starring in a movie called Memoria. Monetery Media aquired the North American licensing right. ,"Monterey Media has acquired North American distribution rights to the indie drama “Memoria,” starring James Franco, Sam Dillon and Thomas Mann, Variety reports.

“Memoria” had its world premiere Sunday, Nov. 1 at the Austin Film Festival. Monterey Media plans to release the film next year.

The film is based on the short story by Franco. “Memoria” was written and directed by Nina Ljeti and Vladimir de Fontenay, and produced by Rabbit Bandini Productions and Burn Later Productions with the Art of Elysium.

“Memoria” is the second film in Monterey’s release lineup produced by the Art of Elysium and Rabbit Bandini Productions, following “Yosemite.” All of the funds from these films go to the Art of Elysium, a non-profit organization which supports and encourages bringing the arts to hospitalized youth, elders and the homeless community.

The film follows an anti-social boy, played by Dillon, who’s living in the suburbs of Palo Alto, Calif., and retreating to a world of military combat within the confines of his bedroom. Franco plays a teacher at the boy’s school.

“James and I are thrilled that ‘Memoria’ is the second film to be released with the Rabbit Bandini/the Art of Elysium partnership,” said Vince Jolivette, partner with Franco at Rabbit Bandini. “These films are so special to us because they bring together our passion for giving young, talented artists such as Nina and Vlad the chance to create, our love for philanthropy and our production company.”",No
http://www.panarmenian.net/eng/world/interviews/43109/,If Turkey succeeds Armenia will be isolated from the world,7/16/2007,Armenia and Turkey,N/A,If Turkey continues its current foreign policy goals Armenia will be isolated because of its relations with Iran. They hope the US will be a neutral mediator in Armenian Turkey relations,"Developments in the Near East can change the balance of forces in the region and influence on Armenia's relations with Turkey and Iran. The main player in the region is the U.S., which is interested in stability in the Near East and Caucasus. This power's wish to push Russia from the South Caucasus, specifically from Armenia, is also an important factor. Professor of international relations and politics of the Universidad de San Andrés in Buenos Aires, Dr Khachik Ter-Ghukassian comments to PanARMENIAN.Net on the ongoing events in the region and their possible impact on Armenia.
The international community attaches big importance to the events taking place in the Neat East. How do you assess the current situation?

The Near East is of great interest for Washington. It specifically refers to the Caucasus. The U.S. is perfectly aware that war with Iran will redouble instability in the region while Washington needs ""an arc of stability"" from the Caspian Sea to the Black Sea. First of all, it concerns oil. The U.S. stands for cooperation but the situation is tensed, if not explosive. Although, Washington has intentions to improve relations with Iran. 

However, certain difficulties may cause internal developments in the Caucasus. It's quite possible that the map of the Near East may change. Anyway, there are some preconditions for it. The U.S. plans a ""mild"" division of Iraq with further formation of independent Kurdistan. At the same time I should stress that U.S. presence in Iraq doesn't alleviate tension. Unfortunately, the Arab world lacks either political or intellectual force capable to change the situation.

Normalization of the Armenian-Turkish relations becomes more urgent for the United States. Can Washington have its will?

At the moment Turkey's foreign policy is targeted at Northern Iraq and improvement of relations with Georgia and Azerbaijan, what includes development of communications and military-strategic partnership. If Turkey's succeeds in realizing its plans Armenia will be isolated from the world. Curiously enough, such state of things is not convenient for the U.S. which insists on opening of the Armenian-Turkish border. However, normalization of relations without preconditions is a dangerous tendency. Turkey doesn't open the border proceeding from political reasons: the Nagorno Karabakh conflict, the Armenian Genocide and absence of fixed border with Armenia. The only legal basis for demarcation of borders is the Sevr Treaty. No agreement signed after Sevr, namely the Kars and Moscow treaties, do not have juridical effect, since the signatory powers stopped their existence as elements of international law. The Sevr Treaty was signed August 10, 1920. Borders with independent Armenia had to be marked by a neutral mediator, namely the United States, according to it. 

At that we should not forget that Turkey has always been the biggest danger for the Armenian people. This opinion should be shared by the whole nation, both in Armenia and Diaspora. On the other hand, opening of borders can tell on Armenia's economy. Georgia, where the local industry was destroyed because of the abundant flow of cheap Turkish goods, can serve as an example. Certainly, Armenian economy can't compete with the Turkish, but we will have an outlet to the world, at least. Although, we are not ready to make a reality of the scenario we will be offered.

Iran and Armenia enjoy lasting and friendly ties. How would you comment on them?

If the United States collides with Turkey over Northern Iraq and simultaneously improves relations with Iran, it will be the best scenario for Armenia. Actually, under circumstances Russia's presence as a security guarantor for Armenia will lose urgency. We should strengthen relations with Iran. 

Iran is a minority in the Islamic world, since it practices Shi'ism. This state is the potential regional power. Will Washington have a political force to hold a dialogue with Iran as equals? This is the core of the problem. How the balance will be maintained between the Sunnis (al Qaeda) and Shiites? How the Lebanese problem will be resolved. These are questions that need exact answers. Under any circumstances, the Armenia-Iran relations should be apart any shocks in the region.

220 members of the House of Representatives have supported the Armenian Genocide Resolution. Do you think it will be put on vote?

The U.S. government will use the H.Res.106 as the main took of pressure on Turkey. Struggle between Democrats and Republicans as well as the presidential elections in the United States may speed up or, on the contrary, protract the decision. If Washington is really interested in normalization of the Armenian-Turkish relations it will press on Turkey with this Resolution. As to the opinion, that passage of the Armenian Genocide Resolution is necessary for the Armenian community of the U.S., I am convinced that opposing Armenia and Diaspora in the Genocide issue is dangerous and immoral.

Argentina is among the states that recognized the Armenian Genocide. How efficient are the activities of the Armenian community of Argentina?

Argentina is the second, after France, state where the Armenian Genocide is recognized on the legislative level. The history of the Genocide is a compulsory subject in schools of Buenos Aires. The Hay Dat Argentinean Office has organized a special textbook. It also holds seminars for school teachers.

I would like to note that Venezuela, which is far enough from the major states of South America, has also recognized the Armenian Genocide. In the 1980-ies Armenians of Argentina and other South American states started integration into in the society. We have become a part of the countries, which gave us shelter. We should proceed on this way basing on the example of the Armenian community of France. 

I should also mention that the first sitting of the South American Parliament will take place July 21. Three states - Argentina, Brazil and Uruguay - have agreed on forming the structure with the capital in Montevideo. Our work will become more coordinated","Yes"
http://www.panarmenian.net/eng/news/232884/,"Tinder acquires a Snapchat-like video app, Wheel",2/17/2017,Not applicable,N/A,"Tinder has bought an app called Wheel. This allows you to send short videos to each other, similar to the live stories on Snapchat.","Tinder is making a push into video with the acquisition of Wheel, a collaborative video messaging app that functions similarly to Snapchat's ""Live Stories"" format, Business Insider reports.

A total of four Wheel employees, including cofounders Paul Boukadakis and Chris Shaheen, will join the Tinder team in West Hollywood. Terms of the deal were not disclosed, but Wheel has raised a total of $3.2 million in VC funding to date, according to Pitchbook.

In an interview with Business Insider, Boukadakis said that discussions with Tinder began a few months ago when he showed the Wheel app to Tinder chairman Sean Rad.

""What we were doing with content was all about connecting a young demographic around creating content together,"" he said. ""There was a lot of synergy with what we were doing and what they were doing.""

Boukadakis, who will be Tinder's VP of Special Initiatives, said that Wheel was designed to “lower the barrier for entry to content creation” and ""make connecting more comfortable.""

Rather than facilitating messages between two people, Wheel collects videos around specific themes, like holidays or school trips, that can be added to by others. When the app was in beta last summer, high schoolers created a themed video story for Arnold Schwarzenegger impersonations that eventually caught the attention of Schwarzenegger himself, who then posted to the story.

There are many possibilities for a product like Wheel in Tinder, like video messaging tied to Tinder's group matching feature, but Boukadakis wouldn't elaborate on what's coming next beyond ""bringing people together to create.""",No
http://www.panarmenian.net/eng/world/news/36906/,"New Turkish maps marked Cyprus, Northern Iraq, Nakhichevan, Armenia and Artsakh as part of Turkey
",9/30/2009,Turkey,5,"New Turkish maps in textbooks are stirring controversy because they say Armenia, Cyprus, Northern Iraq and Nakhichevan were part of that territory.","A new series of school textbooks were published in Turkey. The textbooks contained a number of misprints, distorted historical facts and mistaken dates. 



Yet, the biggest scandal was caused by the map, marking Cyprus, Northern Iraq, Nakhichevan, Armenia and Artsakh as a part of Turkey.



According to Milliyet, Education Ministry representative rejected the textbook in connection with mistakes allowed.



Still, the Milliyet itself, enumerating cities and regions belonging to Turkey, does not mention Armenia as a separate state, included in the ""scandalous map"". 



Milliyet published the article under the title of ""Scandalous map"".
","Yes"
