Keyword,URL,Title,Date,Location,Implementation,Summary,Text,Relevant,Private/Public,Positive/Negative,Category, Change,Legend
,http://www.panarmenian.net/eng/politics/news/41456/,Turkey's position on Protocols can violate reasonable terms of ratification,6/15/10,Armenia/Turkey,6/15/10,,"""At the moment Turkey is artificially prolonging the ratification of the Armenian-Turkish Protocols, and the country delaying the documents' ratification will have problems with the international community,"" Edward Sharmazanov , secretary of the Republican Party of Armenia's parliamentary group, told a press conference in Yerevan today. 



Replying to a PanARMENIAN.Net question about Armenia's response to further delay of the ratification process by Turkey, Mr. Sharmazanov said that Armenia will react  in the framework of international law. ""The order of the Armenian President Serzh Sargsyan about making amendments to the RA Law ""On international treaties"" create legal framework for  denunciation of the Protocols,"" he said.  



Protocols on the normalization of Armenian-Turkish relations have been signed on October 10, 2009 in Zurich by the foreign ministers of Armenia and Turkey, Edward Nalbandian and Ahmet Davutoglu in the presence of the foreign ministers of France, the United States, Russia and Switzerland after   a series of diplomatic talks held through Swiss mediation since 2007. According to the Protocols, diplomatic relations should be established between the two countries and the mutual border, closed by Turkey since 1993, should be opened. On January 12, 2010 Armenian Constitutional Court acknowledged the constituency of the Protocols. 



Republican Party of Armenia (RPA) was founded in 1990 by Ashot Navasardyan. The ideological basis of the party is the doctrine of the Armenian political and military leader of the First Republic of Armenia Garegin Nzhdeh. The re-birth of the Republican Party is organically linked with the national liberation struggle in 1988. Institutional framework for the establishment of the Republican Party was formed at the beginning of this struggle by the military-political union ""Army of Independence"". As a political party it was registered on 14 May 1991.  



The party has made a significant contribution to the work of the Coordinating Council of volunteer militias, helping to establish the rule of law and order in the republic, and after the formation of a regular national army in Armenia Armenian Republican Party declared about its demilitarization.  

In July 2006, the 10th extraordinary congress of the party declared the Republican Party of Armenia as National Conservative Party. Chairman of the party up to 1997 was Ashot Navasardyan, between 1997 and 2005 - Andranik Margaryan. At present, the party is headed by the President of Armenia Serzh Sargsyan.",no,N/A,N/A,N/A,0,
,http://www.panarmenian.net/eng/news/207761/,"Iraqi assault to retake Mosul months away: Iraq, U.S. officials",3/10/16,Iraq,3/10/16,,"It will take many more months to prepare Iraq's still struggling military for a long-anticipated assault on the Islamic State group's biggest stronghold in the country, the city of Mosul, U.S. and Iraqi officials say — and it may not even be possible to retake it this year, despite repeated vows by Prime Minister Haider al-Abadi, the Associated Press reports.
As the U.S. and its allies furiously work to train thousands more troops for the daunting task of retaking Iraq's second largest city, Islamic State fighters are waging a diversion campaign of bloody suicide attacks in Baghdad and elsewhere.
Their aim is to force Iraq's already overburdened security forces to spread even thinner to protect the capital and other cities rather than prepare the Mosul operation.
Iraq's answer to that has been a plan to build a wall around the capital. Meanwhile, the U.S.-led coalition and the Iraqis are struggling to protect pockets of territory that have been recaptured from the extremists.
""Mosul will be very complicated, it will be a mix of forces and it will be very important to ensure it's well planned,"" Brett McGurk, President Barack Obama's envoy to the U.S.-led coalition fighting IS, said Saturday, March 5.
U.S. Army Col. Christopher Garver, a coalition spokesman, put it more bluntly. ""The forces that are going to conduct that assault into the city, they're not in place yet.""
The northern city of Mosul, once home to more than a million people, was the biggest prize captured by IS when it swept over much of Iraq's north and west in the summer of 2014 and declared a ""caliphate"" across those lands and territory it holds in Syria. While Iraqi forces have clawed back some territory in the past year, retaking Mosul is considered crucial for breaking the jihadis' back in the country. Estimates of the number of IS fighters in Mosul vary from a few thousand to ""not more than 10,000,"" according to the coalition.
The Iraqi military is still struggling to regroup. When Mosul fell to IS, more than a third of the military disintegrated as thousands of soldiers shed their uniforms and dropped their weapons to flee. In the following months, tens of thousands more Iraqi troops were identified as ""ghost soldiers"" — nonexistent troops whose pay was pocketed by commanders.",no,N/A,N/A,N/A,0,
,http://www.panarmenian.net/eng/news/189163/,"Iraqi troops, militias drive IS out of strategic town north of Tikrit",3/11/15,Iraq,3/10/15,,"Iraqi troops and militias drove Islamic State insurgents out of the town of al-Alam on Tuesday, March 10, clearing a final hurdle before a planned assault on Saddam Hussein's home city of Tikrit in their biggest offensive yet against the ultra-radical group, according to Reuters.
The power base of executed former president Saddam's clan, Tikrit is the focus of a counter-offensive against Islamic State by more than 20,000 troops and Shi'ite Muslim militias known as Hashid Shaabi, backed by local Sunni Muslim tribes.
If Iraq's Shi'ite-led government is able to retake Tikrit it would be the first city clawed back from the Sunni insurgents and would give it momentum in the next, pivotal stage of the campaign - to recapture Mosul, the largest city in the north.
A Reuters photographer saw dozens of families, who earlier fled al-Alam to escape Islamic State rule, return to the town, celebrating and slaughtering sheep for the victorious forces.
""I announce officially that the town is under the total control of security forces, the Hashid Shaabi (Popular Mobilization) units and local tribal fighters,"" said local mayor Laith al-Jubouri.
""We rejoice in this victory and we want al-Alam to be the launchpad for the liberation of Tikrit and Mosul,"" he told Reuters by telephone.
Mosul in the far north is the largest city held by the ultra-radical Islamic State, who now rule a self-declared cross-border caliphate in Sunni regions of Syria and Iraq.
But the ultra-radical group over the past few months has gradually lost ground in Iraq to the army, Shi'ite militias and Kurdish peshmerga forces, backed by air strikes carried out by a U.S.-led coalition of mainly Western and allied Arab states.
The United States says Baghdad did not seek aerial backup from the coalition in the Tikrit campaign. Instead, support on the ground has come from neighboring Iran, Washington's longtime regional rival, which backs the Shi'ite militias and has sent an elite Revolutionary Guard commander to oversee part of the battle.
",no,N/A,N/A,N/A,0,
,http://www.panarmenian.net/eng/politics/news/19183/,Turkey Has No Chances to Become Fully European Country,9/14/06,Armenia/Turkey,N/A,,"Turkey will hardly leave EU talks, but it cannot meet all European criteria, political scientist Levon Melik-Shahnazaryan told a PanARMENIAN.Net reporter. In his words, the logic of development of the talks suggests that Turkey, even having the direct and rather aggressive support of Washington, does not have chances to become a European country in the foreseeable future. «The process of sobering up will be painless: Ankara understands that Turks never were a European people. At that Levon Melik-Shahnazaryan underscored that by declaring «secularity», Turkey is held by military bayonets. «However, this state of affairs cannot be sustained perpetually, at least as army is a creation of the people. Turkey will finally return to pan-Turkism ideology, as it is their true religion,» the political scientist said.",no,N/A,N/A,N/A,0,
,http://www.panarmenian.net/eng/politics/news/13220/,ARMENIAN PRESIDENT CONGRATULATION ON VICTORY DAY,5/7/05,Armenia,N/A,,"Armenian President Robert Kocharian today addressed the Armenian people a congratulation message on the Victory Day in the Great Patriotic War. The message specifically notes, Dear Compatriots, I wholeheartedly congratulate you on the Victory and Peace Day. We mark a glorious jubilee - the 60-th anniversary of the Victory in the Great Patriotic War. This victory and peace conditioned the further development of Armenia. In the ranks of the Soviet Army Armenians were an exclusive example of self-sacrifice and courage. Armenians have made a large contribution within the armies of the allies, the guerilla bands and resistance movement, and in the rear. With special cordiality I congratulate veterans who passed the ordeal with dignity and defended the country from fascism. In 1992 a new victory joined the historical May victories - the liberation of Shushi town. In the war imposed on us we again proved that we are always ready to protect our people's right for peaceful life. Again congratulating all of us on the great date I wish peace. Our devotion to the fatherland should be displayed in the raising of the new generation and the building of a new state.",no,N/A,N/A,N/A,0,
,http://www.panarmenian.net/eng/news/226151/,All hospitals in eastern Aleppo out of service: WHO,11/19/16,Syria,11/18/16,,"All hospitals in Syria's besieged rebel-held eastern Aleppo are out of service after days of heavy air strikes, its health directorate and the World Health Organisation (WHO) said on Friday, November 18, but a war monitor said some were still working, Reuters reports.
""This destruction of infrastructure essential to life leaves the besieged, resolute people, including all children and elderly men and women, without any health facilities offering life-saving treatment ... leaving them to die,"" said Aleppo's health directorate in a statement sent to Reuters by an opposition official.
Elizabeth Hoff, the WHO representative in Syria, said a U.N.-led group of aid agencies based over the border in Turkey ""confirmed today that all hospitals in eastern Aleppo are out of service.""
However, the Syrian Observatory for Human Rights, a Britain-based war monitor, said that some hospitals were still operating in the besieged parts of Aleppo but that many residents were frightened to use them because of heavy shelling.
Medical sources, residents and rebels in eastern Aleppo say hospitals have been damaged by air strikes and helicopter barrel bombs in recent days, including direct hits on the buildings.
Health and rescue workers have previously been able to bring damaged hospitals back into operation but a lack of supplies is making that harder.
Intense air strikes have battered eastern Aleppo since Tuesday when the Syrian army and its allies resumed operations after a pause lasting weeks. They launched ground attacks against insurgent positions on Friday.
Syrian state television said on Tuesday the air force had targeted ""terrorist strongholds and supply depots"" in Aleppo. Russia has said its air force is only conducting air strikes in other parts of Syria. The Damascus government describes all the rebels fighting it as terrorists.
Both countries have denied deliberately targeting hospitals and other civilian infrastructure during the war, which began in 2011 and was joined by Russia's air force in September 2015.",no,N/A,N/A,N/A,0,
,http://www.panarmenian.net/eng/news/175389/,UN delivers food to rebel-held Damascus district,1/30/14,World/Syria,1/30/14,,"A United Nations agency delivered food to a rebel-held Damascus district on Thursday, Jan 30 alleviating the plight of thousands of people trapped for months by a Syrian army siege, Reuters reported.
The UN Relief and Works Agency (UNRWA), which cares for Palestinian refugees, said it had begun distributing 900 food parcels in Yarmouk camp, its biggest delivery there yet.
UNRWA spokesman Chris Gunness said the aid was the first to reach Yarmouk since January 21 when 138 food parcels were sent in. Each parcel can feed a family of five for 10 days, meaning the needs of the population still far outstrip aid deliveries.
""We hope to continue and increase substantially the amount of aid being delivered,"" said Gunness. ""With each passing hour their need increases.""
Syria's state news agency SANA confirmed the aid delivery, saying Yarmouk's residents were ""held hostage by armed terrorist groups"" - its usual description of rebel forces.
UNRWA had blamed the authorities for preventing its convoy from reaching the neighborhood on Sunday. Two weeks earlier, aid convoys turned back after a government escort was fired on.
Some 15 people are reported to have died from malnutrition in Yarmouk, originally an impoverished Palestinian refugee camp which now houses 18,000 Palestinians, as well as some Syrians.
Opposition activists say the government is using hunger as a weapon of war. Damascus accuses rebels of firing on aid convoys and says it fears food and medicine will go to armed groups.
At peace talks between the two sides in Geneva, the United Nations is trying to negotiate passage for an aid convoy for 2,500 people also under siege in the Old City of Homs.
Gaining access for relief groups to reach an estimated 250,000 people trapped by fighting in Yarmouk, Homs and other areas is seen as a test for the peace talks, which began last week and have not yet produced substantive results.
Syria's conflict began with popular protests against President Bashar al-Assad in March 2011, but evolved into a civil war after a crackdown by security forces led to an armed uprising. More than 130,000 people have been killed and about six million have fled their homes.",no,N/A,N/A,N/A,0,
,http://www.panarmenian.net/eng/news/157044/,Lebanese President accuses Israel of ‘policy of intimidation’,5/4/13,Lebanon,5/3/13,,"President Michel Sleiman condemned Friday, May 3 recent Israeli violations of Lebanese sovereignty, calling them a continuation of the Jewish state’s “policy of intimidation” and a bid to destabilize the country, The Daily Star reported.
Israel has intensified the rate of its overflights in Lebanese airspace over the past several days, a development security sources attribute to the monitoring of cross-border weapons transfers with Syria.
Eight Israeli warplanes violated Lebanon’s airspace in a span of 14 hours, flying over large swaths of the country, the Lebanese Army said.",no,N/A,N/A,N/A,0,
,http://www.panarmenian.net/eng/news/229448/,40 ceasefire violations by Azerbaijani forces registered overnight,1/4/17,Nagorno Karabakh/Armenia,01/-3/2017-01/04/2017,"Around 40 ceasefire violations by the Azerbaijani army were registered on the contact line with Nagorno Karabakh overnight on January 3-4.
Azeri troops, in particular, fired more than 700 shots from various caliber firearms.","Around 40 ceasefire violations by the Azerbaijani army were registered on the contact line with Nagorno Karabakh overnight on January 3-4.
Azeri troops, in particular, fired more than 700 shots from various caliber firearms.
Karabakh Defense Army troops did not retaliate to continue controlling the entire line of contact and protecting their positions.
Around 40 ceasefire violations by the Azerbaijani army were registered on the contact line the night before.",yes,N/A,N/A,D,1,
,http://www.panarmenian.net/eng/news/136022/,Egyptian army tanks deployed outside presidential palace,12/6/12,Egypt,12/5/12,,"Egyptian army tanks deployed outside the presidential palace on Thursday, Dec 5, in streets where supporters and opponents of President Mohamed Mursi had clashed into the early hours of the morning in violence that killed five people, Reuters reported.
Armored troop carriers also moved into the roads around the palace, in what Egypt's state news agency said was a measure to secure the palace. The area had become a chaotic battleground between Mursi's Islamist backers and their opponents.
The soldiers' badges identified them as members of the Presidential Guard and Republican Guard, whose duties include guarding the presidency. At least five tanks and nine armored personnel carriers were seen near or around the palace.
The health ministry said five people had been killed and 350 wounded in bloodshed that has exacerbated the worst crisis since Mursi took office as Egypt's first president since a popular uprising overthrew Hosni Mubarak in February, 2011.",no,N/A,N/A,N/A,0,
