https://armenpress.am/eng/news/938191.html,Yerevan SWAT teams raid ELLIPS GA security systems headquarters ,date,YEREVAN JUNE 20 ARMENPRESS Officers of the organized crime department of Yerevan police have raided the headquarters of ELLIPS GA a Yerevanbased security systems company engaged in importing manufacturing and installing various security devices The company is known in Armenia for installing speed cameras and traffic enforcement cameras
https://armenpress.am/eng/news/938189.html,Agents find military supplies in arrested Armenia MPs Artsakh mansion,date,YEREVAN JUNE 20 ARMENPRESS Based on credible intelligence reports the Naitonal Security Service of Armenia and the Special Investigation Service jointly sent a motion of assistance to Artsakhs law enforcement agencies which led to a raid and search of arrested MP Manvel Grigoryans villa in Artsakh The mansion is located near a military base of Artsakh and is the already the third property of the MP to be searched by law enforcement agencies
https://armenpress.am/eng/news/938165.html,Armenia holds panel on Digital Technologies and Humanitarian Response at the United Nations,date,YEREVAN JUNE 20 ARMENPRESS On 19 June the Permanent Mission of Armenia to the UN in partnership with the Armenian General Benevolent Union AGBU organized a panel on Humanitarian response at the UN Headquarters in New York Bridging technology innovation development human rights and humanitarian agendas the panel discussed the role of social media and emerging information and communications technologies in engaging populations affected by crisis ARMENPRESS correspondent reports from New York
https://armenpress.am/eng/news/938130.html,Member of Parliament Manvel Grigoryan remanded in custody for two months,date,YEREVAN JUNE 19 ARMENPRESS A Yerevan court approved the motion of the Prosecutor General to remand Member of Parliament Manvel Grigoryan in custody after the parliament stripped the lawmaker of parliamentary immunity
https://armenpress.am/eng/news/938099.html,Don Pipo remanded for 2 months,date,YEREVAN JUNE 19 ARMENPRESS Court of General Jurisdictionof the City ofYerevanmade a ruling to remand Artur Asatryan aka Don Pipo for 2 months He was arrested by National Security Service agents on June 16
https://armenpress.am/eng/news/938078.html,Armenia eyes development of air force ,date,YEREVAN JUNE 19 ARMENPRESS Armenias DefenseMminister Davit Tonoyan and Secretary of the Security Council Armen Grigoryan held a working meeting today in the ministry headquarters
https://armenpress.am/eng/news/938074.html,Impunity is history vows Chief of General Staff ,date,YEREVAN JUNE 19 ARMENPRESS Major general Artak Davtyan chief of the general staff of Armenias armed forces has released a statement regarding the latest scandalous incidents
https://armenpress.am/eng/news/938070.html,PMs wife hosts women ambassadors spouses of envoys ,date,YEREVAN JUNE 19 ARMENPRESS Prime Minister Nikol Pashinyans wife Anna Hakobyan had a meeting today with spouses of foreign Ambassadors in Armenia and women ambassadors
https://armenpress.am/eng/news/938058.html,Member of Parliament charged with grand theft illegal possession of firearms after lawmakers strip immunity,date,YEREVAN JUNE 19 ARMENPRESS After the parliaments approval to strip MP Manvel Grigoryan of immunity the Prosecutor General Arthur Davtyan requested the special investigations service involve the former general as a defendant in the three criminal cases press charges and requested a court to place Grigoryan under pretrial detention
https://armenpress.am/eng/news/938048.html,Police find thousands of military food supply cans in trucks owned by arrested MPs NGO wife reportedly involved ,date,YEREVAN JUNE 19 ARMENPRESS Amid the ongoing scandalous investigation into MP Manvel Grigoryans suspected embezzlement of military supplies and illegal possession of firearms the organized crime unit of Yerevan police have received a report that two trucks loaded with military food supplies are parked in a parking lot at 22 Soghomon Taronts Street
https://armenpress.am/eng/news/938044.html,Many others involved  Prosecutor General on suspects in MP Manvel Grigoryans investigation  ,date,YEREVAN JUNE 19 ARMENPRESS Others suspects are under investigation mid the ongoing probe concerning Member of Parliament Manvel Grigoryan the former general who is suspected in grand larceny and illegal possession of firearms
https://armenpress.am/eng/news/938022.html,Attorney says MP Manvel Grigoryan denies knowledge on discovered items and wrongdoing ,date,YEREVAN JUNE 19 ARMENPRESS Member of Parliament Manvel Grigoryan has testified in the ongoing case after being brought in as a suspect
https://armenpress.am/eng/news/938024.html,Yerevan SWAT teams apprehend armed entourage of former official,date,YEREVAN JUNE 19 ARMENPRESS SWAT teams of the organized crime unit of Yerevan police have carried out a special operation based on intelligence reports suggesting that a former official Hovhannes Hovsepyan and his entourage are keeping firearms and ammunition in their vehicles
https://armenpress.am/eng/news/937959.html,Arrested MPs tiger taken to Yerevan Zoo ,date,YEREVAN JUNE 18 ARMENPRESS The tiger which was found in a private zoo belonging to arrested MP Manvel Grigoryan is being transported to the Yerevan Zoo
